       Line      Address       Opcode      Label                DisAssy            
    1        0000          EF14                    GOTO 0x28                       
    9,454    49DA          F02F                    NOP                             
    9,455    49DC          EC87                    CALL 0x610E, 0                  
    9,456    49DE          F030                    NOP                             
    9,457    49E0          EC8B                    CALL 0x3916, 0                  
    9,458    49E2          F01C                    NOP                             
    9,459    49E4          0E02                    MOVLW 0x2                       
    9,460    49E6          6F89                    MOVWF 0x89, BANKED              
    9,461    49E8          5186                    MOVF 0x86, W, BANKED            
    9,462    49EA          0A02                    XORLW 0x2                       
    9,463    49EC          E00D                    BZ 0x4A08                       
    9,464    49EE          5186                    MOVF 0x86, W, BANKED            
    9,465    49F0          0A0A                    XORLW 0xA                       
    9,466    49F2          E00A                    BZ 0x4A08                       
    9,467    49F4          5186                    MOVF 0x86, W, BANKED            
    9,468    49F6          0A0D                    XORLW 0xD                       
    9,469    49F8          E007                    BZ 0x4A08                       
    9,470    49FA          5186                    MOVF 0x86, W, BANKED            
    9,471    49FC          0A15                    XORLW 0x15                      
    9,472    49FE          E004                    BZ 0x4A08                       
    9,473    4A00          51B1                    MOVF 0xB1, W, BANKED            
    9,474    4A02          6121                    CPFSLT 0x21, BANKED             
    9,475    4A04          D001                    BRA 0x4A08                      
    9,476    4A06          968B                    BCF LATC, 3, ACCESS             
    9,477    4A08          5121                    MOVF 0x21, W, BANKED            
    9,478    4A0A          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,479    4A0C          0012                    RETURN 0                        
    9,480    4A0E          0E03                    MOVLW 0x3                       
    9,481    4A10          6F89                    MOVWF 0x89, BANKED              
    9,482    4A12          ECF7                    CALL 0x55EE, 0                  
    9,483    4A14          F02A                    NOP                             
    9,484    4A16          6721                    TSTFSZ 0x21, BANKED             
    9,485    4A18          D007                    BRA 0x4A28                      
    9,486    4A1A          07B3                    DECF 0xB3, F, BANKED            
    9,487    4A1C          67B3                    TSTFSZ 0xB3, BANKED             
    9,488    4A1E          D002                    BRA 0x4A24                      
    9,489    4A20          EFF8                    GOTO 0x5FF0                     
    9,490    4A22          F02F                    NOP                             
    9,491    4A24          EC8B                    CALL 0x3916, 0                  
    9,492    4A26          F01C                    NOP                             
    9,493    4A28          0E02                    MOVLW 0x2                       
    9,494    4A2A          6F89                    MOVWF 0x89, BANKED              
    9,495    4A2C          0C02                    RETLW 0x2                       
    9,496    4A2E          0104                    MOVLB 0x4                       
    9,497    4A30          5189                    MOVF 0x89, W, BANKED            
    9,498    4A32          E0B7                    BZ 0x49A2                       
    9,499    4A34          0A01                    XORLW 0x1                       
    9,500    4A36          E0CC                    BZ 0x49D0                       
    9,501    4A38          0A03                    XORLW 0x3                       
    9,502    4A3A          E0D6                    BZ 0x49E8                       
    9,503    4A3C          0A01                    XORLW 0x1                       
    9,504    4A3E          E0E9                    BZ 0x4A12                       
    9,505    4A40          ECA6                    CALL 0x614C, 0                  
    9,506    4A42          F030                    NOP                             
    9,507    4A44          6B89                    CLRF 0x89, BANKED               
    9,508    4A46          0012                    RETURN 0                        
    9,509    4A48          0E74                    MOVLW 0x74                      
    9,510    4A4A          5C03                    SUBWF 0x3, W, ACCESS            
    9,511    4A4C          0E09                    MOVLW 0x9                       
    9,512    4A4E          5804                    SUBWFB 0x4, W, ACCESS           
    9,513    4A50          E303                    BNC 0x4A58                      
    9,514    4A52          0E28                    MOVLW 0x28                      
    9,515    4A54          6F23                    MOVWF 0x23, BANKED              
    9,516    4A56          0C28                    RETLW 0x28                      
    9,517    4A58          0EF9                    MOVLW 0xF9                      
    9,518    4A5A          5C03                    SUBWF 0x3, W, ACCESS            
    9,519    4A5C          0E08                    MOVLW 0x8                       
    9,520    4A5E          5804                    SUBWFB 0x4, W, ACCESS           
    9,521    4A60          E303                    BNC 0x4A68                      
    9,522    4A62          0E28                    MOVLW 0x28                      
    9,523    4A64          6F23                    MOVWF 0x23, BANKED              
    9,524    4A66          0C28                    RETLW 0x28                      
    9,525    4A68          0EA9                    MOVLW 0xA9                      
    9,526    4A6A          5C03                    SUBWF 0x3, W, ACCESS            
    9,527    4A6C          0E08                    MOVLW 0x8                       
    9,528    4A6E          5804                    SUBWFB 0x4, W, ACCESS           
    9,529    4A70          0E2D                    MOVLW 0x2D                      
    9,530    4A72          E302                    BNC 0x4A78                      
    9,531    4A74          6F23                    MOVWF 0x23, BANKED              
    9,532    4A76          0C2D                    RETLW 0x2D                      
    9,533    4A78          5C03                    SUBWF 0x3, W, ACCESS            
    9,534    4A7A          0E08                    MOVLW 0x8                       
    9,535    4A7C          5804                    SUBWFB 0x4, W, ACCESS           
    9,536    4A7E          E303                    BNC 0x4A86                      
    9,537    4A80          0E2D                    MOVLW 0x2D                      
    9,538    4A82          6F23                    MOVWF 0x23, BANKED              
    9,539    4A84          0C2D                    RETLW 0x2D                      
    9,540    4A86          0EDB                    MOVLW 0xDB                      
    9,541    4A88          5C03                    SUBWF 0x3, W, ACCESS            
    9,542    4A8A          0E07                    MOVLW 0x7                       
    9,543    4A8C          5804                    SUBWFB 0x4, W, ACCESS           
    9,544    4A8E          E303                    BNC 0x4A96                      
    9,545    4A90          0E30                    MOVLW 0x30                      
    9,546    4A92          6F23                    MOVWF 0x23, BANKED              
    9,547    4A94          0C30                    RETLW 0x30                      
    9,548    4A96          0E64                    MOVLW 0x64                      
    9,549    4A98          5C03                    SUBWF 0x3, W, ACCESS            
    9,550    4A9A          0E07                    MOVLW 0x7                       
    9,551    4A9C          5804                    SUBWFB 0x4, W, ACCESS           
    9,552    4A9E          E303                    BNC 0x4AA6                      
    9,553    4AA0          0E32                    MOVLW 0x32                      
    9,554    4AA2          6F23                    MOVWF 0x23, BANKED              
    9,555    4AA4          0C32                    RETLW 0x32                      
    9,556    4AA6          0E0B                    MOVLW 0xB                       
    9,557    4AA8          5C03                    SUBWF 0x3, W, ACCESS            
    9,558    4AAA          0E07                    MOVLW 0x7                       
    9,559    4AAC          5804                    SUBWFB 0x4, W, ACCESS           
    9,560    4AAE          E303                    BNC 0x4AB6                      
    9,561    4AB0          0E32                    MOVLW 0x32                      
    9,562    4AB2          6F23                    MOVWF 0x23, BANKED              
    9,563    4AB4          0C32                    RETLW 0x32                      
    9,564    4AB6          0EE7                    MOVLW 0xE7                      
    9,565    4AB8          5C03                    SUBWF 0x3, W, ACCESS            
    9,566    4ABA          0E06                    MOVLW 0x6                       
    9,567    4ABC          5804                    SUBWFB 0x4, W, ACCESS           
    9,568    4ABE          E303                    BNC 0x4AC6                      
    9,569    4AC0          0E35                    MOVLW 0x35                      
    9,570    4AC2          6F23                    MOVWF 0x23, BANKED              
    9,571    4AC4          0C35                    RETLW 0x35                      
    9,572    4AC6          0E98                    MOVLW 0x98                      
    9,573    4AC8          5C03                    SUBWF 0x3, W, ACCESS            
    9,574    4ACA          0E06                    MOVLW 0x6                       
    9,575    4ACC          5804                    SUBWFB 0x4, W, ACCESS           
    9,576    4ACE          E303                    BNC 0x4AD6                      
    9,577    4AD0          0E37                    MOVLW 0x37                      
    9,578    4AD2          6F23                    MOVWF 0x23, BANKED              
    9,579    4AD4          0C37                    RETLW 0x37                      
    9,580    4AD6          0E75                    MOVLW 0x75                      
    9,581    4AD8          5C03                    SUBWF 0x3, W, ACCESS            
    9,582    4ADA          0E06                    MOVLW 0x6                       
    9,583    4ADC          5804                    SUBWFB 0x4, W, ACCESS           
    9,584    4ADE          E303                    BNC 0x4AE6                      
    9,585    4AE0          0E39                    MOVLW 0x39                      
    9,586    4AE2          6F23                    MOVWF 0x23, BANKED              
    9,587    4AE4          0C39                    RETLW 0x39                      
    9,588    4AE6          0E3C                    MOVLW 0x3C                      
    9,589    4AE8          6F23                    MOVWF 0x23, BANKED              
    9,590    4AEA          0C3C                    RETLW 0x3C                      
    9,591    4AEC          A4F2                    BTFSS INTCON, 2, ACCESS         
    9,592    4AEE          D048                    BRA 0x4B80                      
    9,593    4AF0          94F2                    BCF INTCON, 2, ACCESS           
    9,594    4AF2          0ED9                    MOVLW 0xD9                      
    9,595    4AF4          6ED6                    MOVWF TMR0, ACCESS              
    9,596    4AF6          6AD7                    CLRF TMR0H, ACCESS              
    9,597    4AF8          0104                    MOVLB 0x4                       
    9,598    4AFA          2B1F                    INCF 0x1F, F, BANKED            
    9,599    4AFC          4B94                    INFSNZ 0x94, F, BANKED          
    9,600    4AFE          2B95                    INCF 0x95, F, BANKED            
    9,601    4B00          5120                    MOVF 0x20, W, BANKED            
    9,602    4B02          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,603    4B04          0720                    DECF 0x20, F, BANKED            
    9,604    4B06          5121                    MOVF 0x21, W, BANKED            
    9,605    4B08          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,606    4B0A          0721                    DECF 0x21, F, BANKED            
    9,607    4B0C          0E01                    MOVLW 0x1                       
    9,608    4B0E          A11F                    BTFSS 0x1F, 0, BANKED           
    9,609    4B10          D00B                    BRA 0x4B28                      
    9,610    4B12          6F1D                    MOVWF 0x1D, BANKED              
    9,611    4B14          5122                    MOVF 0x22, W, BANKED            
    9,612    4B16          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,613    4B18          0722                    DECF 0x22, F, BANKED            
    9,614    4B1A          5125                    MOVF 0x25, W, BANKED            
    9,615    4B1C          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,616    4B1E          0725                    DECF 0x25, F, BANKED            
    9,617    4B20          5123                    MOVF 0x23, W, BANKED            
    9,618    4B22          E00C                    BZ 0x4B3C                       
    9,619    4B24          0723                    DECF 0x23, F, BANKED            
    9,620    4B26          D00A                    BRA 0x4B3C                      
    9,621    4B28          6F1E                    MOVWF 0x1E, BANKED              
    9,622    4B2A          5124                    MOVF 0x24, W, BANKED            
    9,623    4B2C          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,624    4B2E          0724                    DECF 0x24, F, BANKED            
    9,625    4B30          5126                    MOVF 0x26, W, BANKED            
    9,626    4B32          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,627    4B34          0726                    DECF 0x26, F, BANKED            
    9,628    4B36          5127                    MOVF 0x27, W, BANKED            
    9,629    4B38          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,630    4B3A          0727                    DECF 0x27, F, BANKED            
    9,631    4B3C          511F                    MOVF 0x1F, W, BANKED            
    9,632    4B3E          0A14                    XORLW 0x14                      
    9,633    4B40          E11F                    BNZ 0x4B80                      
    9,634    4B42          6B1F                    CLRF 0x1F, BANKED               
    9,635    4B44          5129                    MOVF 0x29, W, BANKED            
    9,636    4B46          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,637    4B48          0729                    DECF 0x29, F, BANKED            
    9,638    4B4A          5128                    MOVF 0x28, W, BANKED            
    9,639    4B4C          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,640    4B4E          0728                    DECF 0x28, F, BANKED            
    9,641    4B50          512A                    MOVF 0x2A, W, BANKED            
    9,642    4B52          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,643    4B54          072A                    DECF 0x2A, F, BANKED            
    9,644    4B56          512B                    MOVF 0x2B, W, BANKED            
    9,645    4B58          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,646    4B5A          072B                    DECF 0x2B, F, BANKED            
    9,647    4B5C          512C                    MOVF 0x2C, W, BANKED            
    9,648    4B5E          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,649    4B60          072C                    DECF 0x2C, F, BANKED            
    9,650    4B62          512D                    MOVF 0x2D, W, BANKED            
    9,651    4B64          A4D8                    BTFSS STATUS, 2, ACCESS         
    9,652    4B66          072D                    DECF 0x2D, F, BANKED            
    9,653    4B68          512F                    MOVF 0x2F, W, BANKED            
    9,654    4B6A          112E                    IORWF 0x2E, W, BANKED           
    9,655    4B6C          E003                    BZ 0x4B74                       
    9,656    4B6E          072E                    DECF 0x2E, F, BANKED            
    9,657    4B70          A0D8                    BTFSS STATUS, 0, ACCESS         
    9,658    4B72          072F                    DECF 0x2F, F, BANKED            
    9,659    4B74          5131                    MOVF 0x31, W, BANKED            
    9,660    4B76          1130                    IORWF 0x30, W, BANKED           
    9,661    4B78          E003                    BZ 0x4B80                       
    9,662    4B7A          0730                    DECF 0x30, F, BANKED            
    9,663    4B7C          A0D8                    BTFSS STATUS, 0, ACCESS         
    9,664    4B7E          0731                    DECF 0x31, F, BANKED            
    9,665    4B80          C05C                    MOVFF 0x5C, BSR                 
    9,666    4B82          FFE0                    NOP                             
    9,667    4B84          C05B                    MOVFF 0x5B, WREG                
    9,668    4B86          FFE8                    NOP                             
    9,669    4B88          C05A                    MOVFF 0x5A, STATUS              
    9,670    4B8A          FFD8                    NOP                             
    9,671    4B8C          0010                    RETFIE 0                        
    9,672    4B8E          9098                    BCF 0xF98, 0, ACCESS            
    9,673    4B90          908F                    BCF 0xF8F, 0, ACCESS            
    9,674    4B92          EC8E                    CALL 0x611C, 0                  
    9,675    4B94          F030                    NOP                             
    9,676    4B96          0100                    MOVLB 0x0                       
    9,677    4B98          5160                    MOVF 0x60, W, BANKED            
    9,678    4B9A          0ADD                    XORLW 0xDD                      
    9,679    4B9C          E104                    BNZ 0x4BA6                      
    9,680    4B9E          0E01                    MOVLW 0x1                       
    9,681    4BA0          0104                    MOVLB 0x4                       
    9,682    4BA2          6F1B                    MOVWF 0x1B, BANKED              
    9,683    4BA4          0C01                    RETLW 0x1                       
    9,684    4BA6          5160                    MOVF 0x60, W, BANKED            
    9,685    4BA8          0AAA                    XORLW 0xAA                      
    9,686    4BAA          E10D                    BNZ 0x4BC6                      
    9,687    4BAC          AA85                    BTFSS 0xF85, 5, ACCESS          
    9,688    4BAE          D006                    BRA 0x4BBC                      
    9,689    4BB0          BC85                    BTFSC 0xF85, 6, ACCESS          
    9,690    4BB2          D010                    BRA 0x4BD4                      
    9,691    4BB4          0E01                    MOVLW 0x1                       
    9,692    4BB6          0104                    MOVLB 0x4                       
    9,693    4BB8          6F1B                    MOVWF 0x1B, BANKED              
    9,694    4BBA          D00D                    BRA 0x4BD6                      
    9,695    4BBC          AC85                    BTFSS 0xF85, 6, ACCESS          
    9,696    4BBE          D00A                    BRA 0x4BD4                      
    9,697    4BC0          0104                    MOVLB 0x4                       
    9,698    4BC2          6B1B                    CLRF 0x1B, BANKED               
    9,699    4BC4          D008                    BRA 0x4BD6                      
    9,700    4BC6          AA85                    BTFSS 0xF85, 5, ACCESS          
    9,701    4BC8          D003                    BRA 0x4BD0                      
    9,702    4BCA          AC85                    BTFSS 0xF85, 6, ACCESS          
    9,703    4BCC          D7F9                    BRA 0x4BC0                      
    9,704    4BCE          D002                    BRA 0x4BD4                      
    9,705    4BD0          BC85                    BTFSC 0xF85, 6, ACCESS          
    9,706    4BD2          D7F0                    BRA 0x4BB4                      
    9,707    4BD4          F000                    NOP                             
    9,708    4BD6          0104                    MOVLB 0x4                       
    9,709    4BD8          511C                    MOVF 0x1C, W, BANKED            
    9,710    4BDA          191B                    XORWF 0x1B, W, BANKED           
    9,711    4BDC          E023                    BZ 0x4C24                       
    9,712    4BDE          5187                    MOVF 0x87, W, BANKED            
    9,713    4BE0          0A11                    XORLW 0x11                      
    9,714    4BE2          E120                    BNZ 0x4C24                      
    9,715    4BE4          051B                    DECF 0x1B, W, BANKED            
    9,716    4BE6          E11E                    BNZ 0x4C24                      
    9,717    4BE8          0E01                    MOVLW 0x1                       
    9,718    4BEA          EE00                    LFSR 0, 0x62                    
    9,719    4BEC          F062                    NOP                             
    9,720    4BEE          62EF                    CPFSEQ INDF0, ACCESS            
    9,721    4BF0          D00A                    BRA 0x4C06                      
    9,722    4BF2          0E00                    MOVLW 0x0                       
    9,723    4BF4          CFE8                    MOVFF WREG, 0x62                
    9,724    4BF6          F062                    NOP                             
    9,725    4BF8          6A4B                    CLRF 0x4B, ACCESS               
    9,726    4BFA          0E10                    MOVLW 0x10                      
    9,727    4BFC          6E49                    MOVWF 0x49, ACCESS              
    9,728    4BFE          0E00                    MOVLW 0x0                       
    9,729    4C00          6A4A                    CLRF 0x4A, ACCESS               
    9,730    4C02          ECE5                    CALL 0x5BCA, 0                  
    9,731    4C04          F02D                    NOP                             
    9,732    4C06          0E01                    MOVLW 0x1                       
    9,733    4C08          EE00                    LFSR 0, 0x63                    
    9,734    4C0A          F063                    NOP                             
    9,735    4C0C          62EF                    CPFSEQ INDF0, ACCESS            
    9,736    4C0E          D00A                    BRA 0x4C24                      
    9,737    4C10          0E00                    MOVLW 0x0                       
    9,738    4C12          CFE8                    MOVFF WREG, 0x63                
    9,739    4C14          F063                    NOP                             
    9,740    4C16          6A4B                    CLRF 0x4B, ACCESS               
    9,741    4C18          0E11                    MOVLW 0x11                      
    9,742    4C1A          6E49                    MOVWF 0x49, ACCESS              
    9,743    4C1C          0E00                    MOVLW 0x0                       
    9,744    4C1E          6A4A                    CLRF 0x4A, ACCESS               
    9,745    4C20          ECE5                    CALL 0x5BCA, 0                  
    9,746    4C22          F02D                    NOP                             
    9,747    4C24          C41B                    MOVFF 0x41B, 0x41C              
    9,748    4C26          F41C                    NOP                             
    9,749    4C28          8098                    BSF 0xF98, 0, ACCESS            
    9,750    4C2A          0012                    RETURN 0                        
    9,751    4C2C          8A8C                    BSF 0xF8C, 5, ACCESS            
    9,752    4C2E          8C8C                    BSF 0xF8C, 6, ACCESS            
    9,753    4C30          8E8C                    BSF 0xF8C, 7, ACCESS            
    9,754    4C32          0E02                    MOVLW 0x2                       
    9,755    4C34          6E56                    MOVWF 0x56, ACCESS              
    9,756    4C36          0E00                    MOVLW 0x0                       
    9,757    4C38          6A57                    CLRF 0x57, ACCESS               
    9,758    4C3A          EC56                    CALL 0x60AC, 0                  
    9,759    4C3C          F030                    NOP                             
    9,760    4C3E          9E8C                    BCF 0xF8C, 7, ACCESS            
    9,761    4C40          988C                    BCF 0xF8C, 4, ACCESS            
    9,762    4C42          EC8E                    CALL 0x611C, 0                  
    9,763    4C44          F030                    NOP                             
    9,764    4C46          0E09                    MOVLW 0x9                       
    9,765    4C48          0104                    MOVLB 0x4                       
    9,766    4C4A          6F51                    MOVWF 0x51, BANKED              
    9,767    4C4C          0E0F                    MOVLW 0xF                       
    9,768    4C4E          6F52                    MOVWF 0x52, BANKED              
    9,769    4C50          0E02                    MOVLW 0x2                       
    9,770    4C52          6E4A                    MOVWF 0x4A, ACCESS              
    9,771    4C54          0EF0                    MOVLW 0xF0                      
    9,772    4C56          EC91                    CALL 0x5D22, 0                  
    9,773    4C58          F02E                    NOP                             
    9,774    4C5A          EC8E                    CALL 0x611C, 0                  
    9,775    4C5C          F030                    NOP                             
    9,776    4C5E          0E09                    MOVLW 0x9                       
    9,777    4C60          0104                    MOVLB 0x4                       
    9,778    4C62          6F51                    MOVWF 0x51, BANKED              
    9,779    4C64          0E07                    MOVLW 0x7                       
    9,780    4C66          6F52                    MOVWF 0x52, BANKED              
    9,781    4C68          0E02                    MOVLW 0x2                       
    9,782    4C6A          6E4A                    MOVWF 0x4A, ACCESS              
    9,783    4C6C          0EF0                    MOVLW 0xF0                      
    9,784    4C6E          EC91                    CALL 0x5D22, 0                  
    9,785    4C70          F02E                    NOP                             
    9,786    4C72          0E02                    MOVLW 0x2                       
    9,787    4C74          6F51                    MOVWF 0x51, BANKED              
    9,788    4C76          0EAA                    MOVLW 0xAA                      
    9,789    4C78          6F52                    MOVWF 0x52, BANKED              
    9,790    4C7A          6F53                    MOVWF 0x53, BANKED              
    9,791    4C7C          6F54                    MOVWF 0x54, BANKED              
    9,792    4C7E          6F55                    MOVWF 0x55, BANKED              
    9,793    4C80          6F56                    MOVWF 0x56, BANKED              
    9,794    4C82          6F57                    MOVWF 0x57, BANKED              
    9,795    4C84          0E07                    MOVLW 0x7                       
    9,796    4C86          6E4A                    MOVWF 0x4A, ACCESS              
    9,797    4C88          0EF0                    MOVLW 0xF0                      
    9,798    4C8A          EC91                    CALL 0x5D22, 0                  
    9,799    4C8C          F02E                    NOP                             
    9,800    4C8E          0E08                    MOVLW 0x8                       
    9,801    4C90          6F51                    MOVWF 0x51, BANKED              
    9,802    4C92          0E18                    MOVLW 0x18                      
    9,803    4C94          6F52                    MOVWF 0x52, BANKED              
    9,804    4C96          0E02                    MOVLW 0x2                       
    9,805    4C98          6E4A                    MOVWF 0x4A, ACCESS              
    9,806    4C9A          0EF0                    MOVLW 0xF0                      
    9,807    4C9C          EC91                    CALL 0x5D22, 0                  
    9,808    4C9E          F02E                    NOP                             
    9,809    4CA0          0E0C                    MOVLW 0xC                       
    9,810    4CA2          6F51                    MOVWF 0x51, BANKED              
    9,811    4CA4          6B52                    CLRF 0x52, BANKED               
    9,812    4CA6          6B53                    CLRF 0x53, BANKED               
    9,813    4CA8          0E03                    MOVLW 0x3                       
    9,814    4CAA          6E4A                    MOVWF 0x4A, ACCESS              
    9,815    4CAC          0EF0                    MOVLW 0xF0                      
    9,816    4CAE          EC91                    CALL 0x5D22, 0                  
    9,817    4CB0          F02E                    NOP                             
    9,818    4CB2          0E0A                    MOVLW 0xA                       
    9,819    4CB4          6F51                    MOVWF 0x51, BANKED              
    9,820    4CB6          6B52                    CLRF 0x52, BANKED               
    9,821    4CB8          6B53                    CLRF 0x53, BANKED               
    9,822    4CBA          0E03                    MOVLW 0x3                       
    9,823    4CBC          6E4A                    MOVWF 0x4A, ACCESS              
    9,824    4CBE          0EF0                    MOVLW 0xF0                      
    9,825    4CC0          EC91                    CALL 0x5D22, 0                  
    9,826    4CC2          F02E                    NOP                             
    9,827    4CC4          98F0                    BCF INTCON3, 4, ACCESS          
    9,828    4CC6          0012                    RETURN 0                        
    9,829    4CC8          CFE8                    MOVFF WREG, FSR2                
    9,830    4CCA          FFD9                    NOP                             
    9,831    4CCC          6A4D                    CLRF 0x4D, ACCESS               
    9,832    4CCE          6A4E                    CLRF 0x4E, ACCESS               
    9,833    4CD0          6A4F                    CLRF 0x4F, ACCESS               
    9,834    4CD2          6A50                    CLRF 0x50, ACCESS               
    9,835    4CD4          04D9                    DECF FSR2, W, ACCESS            
    9,836    4CD6          E103                    BNZ 0x4CDE                      
    9,837    4CD8          0E40                    MOVLW 0x40                      
    9,838    4CDA          EC98                    CALL 0x2B30, 0                  
    9,839    4CDC          F015                    NOP                             
    9,840    4CDE          50D9                    MOVF FSR2, W, ACCESS            
    9,841    4CE0          0A02                    XORLW 0x2                       
    9,842    4CE2          E103                    BNZ 0x4CEA                      
    9,843    4CE4          0E10                    MOVLW 0x10                      
    9,844    4CE6          EC98                    CALL 0x2B30, 0                  
    9,845    4CE8          F015                    NOP                             
    9,846    4CEA          50D9                    MOVF FSR2, W, ACCESS            
    9,847    4CEC          0A03                    XORLW 0x3                       
    9,848    4CEE          E104                    BNZ 0x4CF8                      
    9,849    4CF0          90D8                    BCF STATUS, 0, ACCESS           
    9,850    4CF2          0E08                    MOVLW 0x8                       
    9,851    4CF4          EC93                    CALL 0x2B26, 0                  
    9,852    4CF6          F015                    NOP                             
    9,853    4CF8          50D9                    MOVF FSR2, W, ACCESS            
    9,854    4CFA          0A04                    XORLW 0x4                       
    9,855    4CFC          E103                    BNZ 0x4D04                      
    9,856    4CFE          0E08                    MOVLW 0x8                       
    9,857    4D00          EC98                    CALL 0x2B30, 0                  
    9,858    4D02          F015                    NOP                             
    9,859    4D04          50D9                    MOVF FSR2, W, ACCESS            
    9,860    4D06          0A05                    XORLW 0x5                       
    9,861    4D08          E103                    BNZ 0x4D10                      
    9,862    4D0A          0E80                    MOVLW 0x80                      
    9,863    4D0C          EC98                    CALL 0x2B30, 0                  
    9,864    4D0E          F015                    NOP                             
    9,865    4D10          50D9                    MOVF FSR2, W, ACCESS            
    9,866    4D12          0A06                    XORLW 0x6                       
    9,867    4D14          E104                    BNZ 0x4D1E                      
    9,868    4D16          90D8                    BCF STATUS, 0, ACCESS           
    9,869    4D18          0E04                    MOVLW 0x4                       
    9,870    4D1A          EC93                    CALL 0x2B26, 0                  
    9,871    4D1C          F015                    NOP                             
    9,872    4D1E          50D9                    MOVF FSR2, W, ACCESS            
    9,873    4D20          0A07                    XORLW 0x7                       
    9,874    4D22          E103                    BNZ 0x4D2A                      
    9,875    4D24          0E04                    MOVLW 0x4                       
    9,876    4D26          EC98                    CALL 0x2B30, 0                  
    9,877    4D28          F015                    NOP                             
    9,878    4D2A          50D9                    MOVF FSR2, W, ACCESS            
    9,879    4D2C          0A08                    XORLW 0x8                       
    9,880    4D2E          E103                    BNZ 0x4D36                      
    9,881    4D30          0E20                    MOVLW 0x20                      
    9,882    4D32          EC98                    CALL 0x2B30, 0                  
    9,883    4D34          F015                    NOP                             
    9,884    4D36          50D9                    MOVF FSR2, W, ACCESS            
    9,885    4D38          0A09                    XORLW 0x9                       
    9,886    4D3A          E104                    BNZ 0x4D44                      
    9,887    4D3C          90D8                    BCF STATUS, 0, ACCESS           
    9,888    4D3E          0E02                    MOVLW 0x2                       
    9,889    4D40          EC93                    CALL 0x2B26, 0                  
    9,890    4D42          F015                    NOP                             
    9,891    4D44          66D9                    TSTFSZ FSR2, ACCESS             
    9,892    4D46          D003                    BRA 0x4D4E                      
    9,893    4D48          0E02                    MOVLW 0x2                       
    9,894    4D4A          EC98                    CALL 0x2B30, 0                  
    9,895    4D4C          F015                    NOP                             
    9,896    4D4E          C04D                    MOVFF 0x4D, 0x49                
    9,897    4D50          F049                    NOP                             
    9,898    4D52          C04E                    MOVFF 0x4E, 0x4A                
    9,899    4D54          F04A                    NOP                             
    9,900    4D56          C04F                    MOVFF 0x4F, 0x4B                
    9,901    4D58          F04B                    NOP                             
    9,902    4D5A          C050                    MOVFF 0x50, 0x4C                
    9,903    4D5C          F04C                    NOP                             
    9,904    4D5E          0012                    RETURN 0                        
    9,905    4D60          9092                    BCF TRISA, 0, ACCESS            
    9,906    4D62          9089                    BCF LATA, 0, ACCESS             
    9,907    4D64          9292                    BCF TRISA, 1, ACCESS            
    9,908    4D66          9289                    BCF LATA, 1, ACCESS             
    9,909    4D68          9492                    BCF TRISA, 2, ACCESS            
    9,910    4D6A          9489                    BCF LATA, 2, ACCESS             
    9,911    4D6C          9692                    BCF TRISA, 3, ACCESS            
    9,912    4D6E          9689                    BCF LATA, 3, ACCESS             
    9,913    4D70          9892                    BCF TRISA, 4, ACCESS            
    9,914    4D72          9889                    BCF LATA, 4, ACCESS             
    9,915    4D74          9A92                    BCF TRISA, 5, ACCESS            
    9,916    4D76          9A89                    BCF LATA, 5, ACCESS             
    9,917    4D78          8093                    BSF TRISB, 0, ACCESS            
    9,918    4D7A          8293                    BSF TRISB, 1, ACCESS            
    9,919    4D7C          8493                    BSF TRISB, 2, ACCESS            
    9,920    4D7E          8693                    BSF TRISB, 3, ACCESS            
    9,921    4D80          8893                    BSF TRISB, 4, ACCESS            
    9,922    4D82          8A93                    BSF TRISB, 5, ACCESS            
    9,923    4D84          9C93                    BCF TRISB, 6, ACCESS            
    9,924    4D86          9C8A                    BCF LATB, 6, ACCESS             
    9,925    4D88          9E93                    BCF TRISB, 7, ACCESS            
    9,926    4D8A          9E8A                    BCF LATB, 7, ACCESS             
    9,927    4D8C          9094                    BCF TRISC, 0, ACCESS            
    9,928    4D8E          908B                    BCF LATC, 0, ACCESS             
    9,929    4D90          9294                    BCF TRISC, 1, ACCESS            
    9,930    4D92          928B                    BCF LATC, 1, ACCESS             
    9,931    4D94          9494                    BCF TRISC, 2, ACCESS            
    9,932    4D96          948B                    BCF LATC, 2, ACCESS             
    9,933    4D98          9694                    BCF TRISC, 3, ACCESS            
    9,934    4D9A          968B                    BCF LATC, 3, ACCESS             
    9,935    4D9C          9894                    BCF TRISC, 4, ACCESS            
    9,936    4D9E          988B                    BCF LATC, 4, ACCESS             
    9,937    4DA0          9A94                    BCF TRISC, 5, ACCESS            
    9,938    4DA2          9A8B                    BCF LATC, 5, ACCESS             
